Latitude,Longitude
43.77581000,-79.42201000
43.77271000,-79.43947000
43.67656000,-79.44943000
43.66292000,-79.32356000
43.65829000,-79.37103000
43.58957000,-79.54583000
43.74888000,-79.38979000
43.63821000,-79.43092000
43.67592000,-79.47039000
43.70289000,-79.42241000
43.77253000,-79.24985000
43.71143000,-79.51732000
43.67289000,-79.31467000
43.75139000,-79.20441000
43.64665000,-79.45699000
43.64854000,-79.39741000
43.64925000,-79.38688000
43.68214000,-79.47160000
43.66673000,-79.44646000
43.73331000,-79.27545000
43.76103000,-79.42101000
43.73522000,-79.43116000
43.77954000,-79.23298000
43.72226000,-79.41561000
43.64058000,-79.43667000
43.67119000,-79.32692000
43.76940000,-79.34361000
43.75304000,-79.61953000
43.69239000,-79.43554000
43.59820000,-79.52514000
43.68148000,-79.33238000
43.71655000,-79.33732000
43.61298000,-79.53879000
43.68889000,-79.50401000
43.58893000,-79.53158000
43.68664000,-79.30857000
43.76852000,-79.41632000
43.70357000,-79.32847000
43.67559000,-79.40360000
43.65152000,-79.45107000
43.65114000,-79.47630000
43.73864000,-79.26439000
43.65309000,-79.43494000
43.65686000,-79.40583000
43.67029000,-79.34127000
43.78152000,-79.34309000
43.66244000,-79.44855000
43.73583000,-79.44672000
43.64103000,-79.43452000
43.68515000,-79.28301000
43.70322000,-79.27952000
43.66491000,-79.57025000
43.72741000,-79.26592000
43.70779000,-79.53363000
43.74168000,-79.50629000
43.75419000,-79.51371000
43.77493000,-79.44151000
43.68797000,-79.35087000
43.64084000,-79.43541000
43.71614000,-79.30546000
43.65282000,-79.37161000
43.67299000,-79.44100000
43.59785000,-79.50038000
43.77240000,-79.23731000
43.65829000,-79.37103000
43.66982000,-79.40076000
43.73466000,-79.30676000
43.79765000,-79.15385000
43.73182000,-79.51128000
43.72972000,-79.47971000
43.66015000,-79.43411000
43.78370000,-79.25582000
43.64726000,-79.37331000
43.65468000,-79.40498000
43.71461000,-79.54917000
43.64103000,-79.43452000
43.64212000,-79.41528000
43.69755000,-79.25679000
43.74283000,-79.22056000
43.76883000,-79.52040000
43.68446000,-79.42144000
43.70957000,-79.45972000
43.69037000,-79.46587000
43.68578000,-79.41741000
43.66552000,-79.49921000
43.67437000,-79.39984000
43.76919000,-79.49750000
43.73657000,-79.44292000
43.66537000,-79.44345000
43.68768000,-79.30160000
43.76084000,-79.33960000
43.67131000,-79.33098000
43.58893000,-79.53158000
43.67634000,-79.57041000
43.66850000,-79.30692000
43.78215000,-79.30558000
43.66410000,-79.54832000
43.65951000,-79.42601000
43.73804000,-79.44723000
43.66966000,-79.37579000
43.72996000,-79.27786000
43.71909000,-79.32829000
43.65126000,-79.45723000
43.79260000,-79.43977000
43.70917000,-79.40106000
43.67913000,-79.49630000
43.66540000,-79.46229000
43.66760000,-79.32664000
43.66018000,-79.37704000
43.70385000,-79.44175000
43.74510000,-79.21973000
43.69085000,-79.34156000
43.70865931,-79.47806218
43.71481069,-79.30410748
43.74858175,-79.22236721
43.65215167,-79.38233604
43.65680703,-79.36256926
43.69710545,-79.44763567
43.71171285,-79.26251149
43.76780378,-79.38313955
43.70155565,-79.44844272
43.76175187,-79.34722981
43.71875941,-79.57292066
43.64101279,-79.41025017
43.74675456,-79.44442777
43.77963439,-79.34573511
43.67562285,-79.55767061
43.69314473,-79.29129854
43.70961555,-79.39065768
43.60141210,-79.54649193
43.76852330,-79.41632057
43.72907163,-79.43202747
43.69290150,-79.55402537
43.73809218,-79.26089356
43.68395132,-79.42389656
43.69783627,-79.42043428
43.71836023,-79.33140640
43.76283679,-79.45692164
43.65405066,-79.40042990
43.73034321,-79.48297931
43.73585323,-79.46472495
43.71836023,-79.33140640
43.63871533,-79.44621942
43.67183938,-79.33921609
43.79817553,-79.33313206
43.74124005,-79.51368528
43.65682099,-79.37566601
43.66737299,-79.38163829
43.65632009,-79.36862065
43.72038357,-79.51911701
43.69324401,-79.50467130
43.65143732,-79.39991581
43.69120453,-79.50798209
43.75138520,-79.20440557
43.80052551,-79.33301047
43.76850557,-79.16301828
43.66471535,-79.43743826
43.68445540,-79.42144176
43.76129836,-79.27945774
43.74553615,-79.40033184
43.77467617,-79.40989884
43.67841134,-79.31593463
43.63145373,-79.57061388
43.65091158,-79.47723342
43.72309381,-79.42340934
43.70672416,-79.55112640
43.65616273,-79.37012259
43.77244242,-79.51139916
43.66751687,-79.39983647
43.74807803,-79.50805643
43.70960357,-79.42746311
43.75040019,-79.24756966
43.69178674,-79.26181898
43.67266068,-79.33706740
43.66378160,-79.46522989
43.68628952,-79.46654924
43.66047415,-79.35051924
43.63746415,-79.39722675
43.66172711,-79.49882814
43.73634816,-79.58104927
43.64841133,-79.40236400
43.74208471,-79.62607253
43.66808650,-79.32127464
43.75008579,-79.34687339
43.75592855,-79.52428710
43.76747175,-79.41244857
43.73011518,-79.58855831
43.64831234,-79.48575258
43.70865931,-79.47806218
43.70594621,-79.46516171
43.65616273,-79.37012259
43.76972879,-79.41080926
43.73591585,-79.55643736
43.72302578,-79.50634484
43.74078553,-79.57604746
43.69302070,-79.31493683
43.72477238,-79.51042617
43.76544706,-79.19947279
43.66584042,-79.38495387
43.79840745,-79.27336624
43.66493728,-79.38459589
43.74927882,-79.63524142
43.69114264,-79.45199482
43.71337720,-79.34655896
43.62225886,-79.49754276
43.75247438,-79.57052155
43.76185204,-79.21583812
43.75831804,-79.33559825
43.72227322,-79.28170832
43.76117728,-79.52458473
43.69834277,-79.51131553
43.69303228,-79.28018434
43.76826829,-79.50170180
43.63858278,-79.42913565
43.64902361,-79.41665403
43.77789097,-79.41508655
43.77814930,-79.28147246
43.69569200,-79.45027898
43.69077687,-79.44344162
43.66241553,-79.35868759
43.66146685,-79.38653056
43.73998098,-79.22792794
43.69262539,-79.51749313
43.66737299,-79.38163829
43.79356640,-79.40203250
43.68112592,-79.45042989
43.77707657,-79.35799928
43.68440144,-79.48831163
43.74344679,-79.58744858
43.63683407,-79.56772328
43.65647949,-79.36051378
43.66505747,-79.36829878
43.66929313,-79.44498291
43.73016758,-79.46202850
43.66729534,-79.37377791
43.72999982,-79.30645563
43.74461695,-79.25601178
43.73927805,-79.31318700
43.67848466,-79.41026175
43.70568507,-79.26645320
43.69471045,-79.50637968
43.64763714,-79.37150339
43.66269922,-79.40386716
43.78174799,-79.44657822
43.78541598,-79.35073337
43.77589585,-79.22001576
43.66709500,-79.34519556
43.70570665,-79.48738569
43.79081180,-79.45303464
43.68614493,-79.40388319
43.66833236,-79.32018233
43.70877676,-79.24976917
43.70234255,-79.41025779
43.76792990,-79.18837002
43.68061150,-79.52381331
43.66014528,-79.43411316
43.64902361,-79.41665403
43.66235910,-79.44441661
43.66616068,-79.35291107
43.72858945,-79.36498264
43.78936169,-79.41791999
43.75013462,-79.51139077
43.69009271,-79.34536866
43.66763494,-79.37220824
43.75536595,-79.22109680
43.76942148,-79.28225757
43.74156715,-79.26106300
43.66556312,-79.47895795
43.66277830,-79.42205998
43.72421080,-79.52406924
43.66531797,-79.34911430
43.73966244,-79.43967134
43.73593907,-79.22020414
43.63589674,-79.40198569
43.80117967,-79.21535727
43.67880569,-79.35962271
43.69749657,-79.42656203
43.67429064,-79.43465079
43.72354782,-79.44334258
43.66431058,-79.43051702
43.75303665,-79.61952955
43.72597608,-79.53567824
43.65355765,-79.45177805
43.72477238,-79.51042617
43.72477238,-79.51042617
43.66658150,-79.46505777
43.71075277,-79.33123581
43.65190782,-79.51200178
43.65616418,-79.49517160
43.72375215,-79.61692945
43.73611410,-79.57552614
43.77221150,-79.47250632
43.73265103,-79.24636249
43.72738999,-79.25263025
43.64497329,-79.41507588
43.74046498,-79.22323118
43.78094719,-79.30899758
43.68430949,-79.31221331
43.67419501,-79.46001799
43.65040749,-79.37847007
43.67486444,-79.32132429
43.69699828,-79.28539951
43.69281599,-79.28118908
43.71892085,-79.41602256
43.79151179,-79.23782334
43.69955334,-79.50289397
43.71260605,-79.39177927
43.78672669,-79.36064628
43.73334968,-79.48242458
43.69840079,-79.33823539
43.75418814,-79.51371439
43.74264412,-79.30740611
43.79363069,-79.35044133
43.65728697,-79.45271355
43.66215637,-79.40174781
43.77231250,-79.45094611
43.78471170,-79.39987723
43.69575348,-79.26346132
43.69126132,-79.39517031
43.65648196,-79.40772294
43.65741595,-79.38136996
43.74602135,-79.59053678
43.77954463,-79.23297910
43.67093382,-79.53633378
43.75877192,-79.56972602
43.65722765,-79.46685020
43.65829470,-79.37103207
43.77971925,-79.44903779
43.65763234,-79.47518204
43.72581778,-79.26254195
43.71491466,-79.55281601
43.66770574,-79.42933269
43.76590873,-79.51968890
43.81186693,-79.28908262
43.67342773,-79.33577199
43.72138819,-79.46909611
43.78481536,-79.32460822
43.62289023,-79.51796433
43.65909597,-79.38211785
43.76947713,-79.37092170
43.64454190,-79.40295558
43.76112686,-79.52634302
43.73073788,-79.40437724
43.72935490,-79.32839948
43.66936831,-79.38642496
43.64454741,-79.41161939
43.64720481,-79.44939358
43.68084478,-79.33536691
43.75777653,-79.43904356
43.65014934,-79.40050125
43.66428591,-79.36798185
43.78005107,-79.48897330
43.74731048,-79.56441568
43.74746543,-79.24691276
43.67242890,-79.37956802
43.65878179,-79.44074751
43.61058065,-79.53775921
43.72477238,-79.51042617
43.70483314,-79.56348867
43.71112109,-79.24818729
43.75287166,-79.51923919
43.67637686,-79.33027142
43.76826163,-79.52296389
43.65372907,-79.37325453
43.78483026,-79.19543305
43.80804775,-79.23419673
43.77466685,-79.26600800
43.77466685,-79.26600800
43.67200639,-79.47323783
43.65137938,-79.40699749
43.64839338,-79.39327799
43.71810328,-79.54895315
43.69759371,-79.50237957
43.78554174,-79.20629250
43.65105548,-79.37873955
43.76916329,-79.51876265
43.78864362,-79.17982354
43.80552362,-79.25808397
43.64550979,-79.52381568
43.63553596,-79.49621869
43.66540849,-79.37073048
43.81784669,-79.20151883
43.80634924,-79.32097501
43.62471130,-79.50998749
43.72003317,-79.42997931
43.72387766,-79.25352845
43.72477238,-79.51042617
43.63446412,-79.40060560
43.78255474,-79.47933794
43.79018793,-79.44710950
43.65386874,-79.42518657
43.72713401,-79.25497266
43.79812239,-79.21766586
43.64547051,-79.39504684
43.64161181,-79.55524464
43.61259521,-79.49508281
43.66241553,-79.35868759
43.71154725,-79.57137148
43.63994569,-79.39562812
43.63717638,-79.43603744
43.66754835,-79.38790798
43.74246645,-79.31708922
43.64445399,-79.40009709
43.77485178,-79.41266605
43.81357832,-79.23056209
43.72935490,-79.32839948
43.74620600,-79.30583798
43.72889222,-79.30438683
43.69547619,-79.45120200
43.75044374,-79.62391184
43.64361603,-79.45326363
43.67052249,-79.45445546
43.71408690,-79.45475113
43.71653146,-79.59261527
43.74149424,-79.59860812
43.73381416,-79.26860744
43.67093637,-79.37887540
43.67669127,-79.39742356
43.69834277,-79.51131553
43.69150942,-79.59770744
43.66291902,-79.32355656
43.69974833,-79.38964021
43.78389585,-79.35288386
43.75536595,-79.22109680
43.69820823,-79.54159556
43.71482762,-79.42564389
43.69768180,-79.38883138
43.64102596,-79.43451699
43.66135718,-79.45353054
43.65909597,-79.38211785
43.59974323,-79.52238635
43.76927426,-79.41290458
43.75518947,-79.48570693
43.74879491,-79.55763316
43.74914766,-79.51568489
43.67621174,-79.55793668
43.69877858,-79.40615657
43.76680035,-79.20678766
43.77583470,-79.34372266
43.75361952,-79.58709970
43.68105183,-79.41747976
43.75984016,-79.51618242
43.66460666,-79.42415545
43.67071465,-79.43317681
43.78074208,-79.23876699
43.72477238,-79.51042617
43.72885683,-79.62484586
43.82607893,-79.28808214
43.72233692,-79.51487228
43.65383215,-79.43521900
43.66842451,-79.40641064
43.69834277,-79.51131553
43.73604435,-79.25877413
43.62983745,-79.48673580
43.76220115,-79.22625285
43.65829470,-79.37103207
43.62630321,-79.52884627
43.66667892,-79.34703460
43.73287906,-79.25602864
43.77123856,-79.38738752
43.66834860,-79.38205611
43.70747321,-79.34362550
43.73788152,-79.42941804
43.63667145,-79.39672938
43.79054634,-79.38237643
43.63449366,-79.53232062
43.64085637,-79.38762275
43.67025620,-79.37858548
43.69852006,-79.56060527
43.70629479,-79.49230316
43.66665729,-79.40387074
43.75025113,-79.46339036
43.66875708,-79.30577530
43.69773297,-79.44468304
43.76066645,-79.32768578
43.77269560,-79.48051068
43.63751569,-79.48723471
43.71695348,-79.53050859
43.70776034,-79.40083908
43.76267054,-79.19498722
43.65626260,-79.37831730
43.76042164,-79.48733488
43.72603703,-79.49074991
43.74966477,-79.56357779
43.64720390,-79.52550889
43.67414435,-79.52692003
43.73912709,-79.50952588
43.66914673,-79.37811896
43.70747321,-79.34362550
43.63934261,-79.56481883
43.65909597,-79.38211785
43.66934793,-79.48200003
43.65616273,-79.37012259
43.65794851,-79.40004842
43.72766254,-79.40623390
43.70225340,-79.44110905
43.69768830,-79.48152042
43.67747738,-79.50640598
43.76720306,-79.18311245
43.67643303,-79.48042106
43.70321859,-79.27951692
43.68275388,-79.39033853
43.74181305,-79.53085146
43.76462371,-79.54707763
43.67774250,-79.30704670
43.71657505,-79.33037857
43.66592043,-79.40103667
43.75194171,-79.28663870
43.70776034,-79.40083908
43.73379932,-79.46959191
43.75381652,-79.45316502
43.67368822,-79.41184383
43.75094844,-79.44452062
43.69755436,-79.25678984
43.65683206,-79.41979529
43.70500665,-79.34987720
43.75235544,-79.23205228
43.67866680,-79.30746331
43.73374680,-79.53822885
43.67124835,-79.39072628
43.72477238,-79.51042617
43.66672551,-79.44646141
43.65745860,-79.40282681
43.65521313,-79.41387838
43.76886724,-79.41907363
43.73374680,-79.53822885
43.76364399,-79.39353262
43.66997221,-79.43681399
43.65377086,-79.57596909
43.74936175,-79.44388749
43.69078723,-79.58731169
43.75282036,-79.31020153
43.78991279,-79.21744949
43.69127918,-79.31784290
43.78701495,-79.35696555
43.70593478,-79.29708220
43.63675942,-79.40239469
43.65829470,-79.37103207
43.72609932,-79.43996371
43.68947837,-79.31240895
43.64932942,-79.36611344
43.72308562,-79.30308602
43.74812806,-79.55740178
43.71269712,-79.29215029
43.63922887,-79.42605056
43.75901593,-79.51777500
43.73937488,-79.42386749
43.75044374,-79.62391184
43.65263186,-79.44920862
43.65674908,-79.39959146
43.70426955,-79.37461527
43.64961473,-79.38213095
43.77318615,-79.34120757
43.70742439,-79.46559764
43.66052941,-79.34250606
43.77604465,-79.50052550
43.66628531,-79.37834705
43.78374446,-79.20548625
43.70854987,-79.36279428
43.70186355,-79.41254476
43.65829470,-79.37103207
43.64392631,-79.40270554
43.66246733,-79.35136106
43.66358784,-79.32057558
43.74918032,-79.53239844
43.69696032,-79.34829013
43.69060763,-79.43995768
43.76738122,-79.46213822
43.64877080,-79.52874919
43.62407225,-79.55955146
43.65027764,-79.38240208
43.69163815,-79.28655118
43.74270693,-79.59458167
43.70528276,-79.39325896
43.61610724,-79.55696061
43.64734755,-79.43727971
43.65616273,-79.37012259
43.75808128,-79.54388212
43.66474338,-79.38545265
43.64499778,-79.37616507
43.78483026,-79.19543305
43.64743770,-79.41732271
43.66642826,-79.43818506
43.71408690,-79.45475113
43.65912848,-79.36130306
43.72391931,-79.53433183
43.70351071,-79.40412333
43.65632009,-79.36862065
43.77864796,-79.42063748
43.76885210,-79.46692782
43.79662238,-79.42637848
43.65632102,-79.45245387
43.78005107,-79.48897330
43.69699828,-79.28539951
43.67994388,-79.40615943
43.64489043,-79.40310557
43.76100964,-79.48479681
43.74681421,-79.58380727
43.65239517,-79.57221619
43.68688471,-79.33466890
43.71115979,-79.23594519
43.64101279,-79.41025017
43.70234255,-79.41025779
43.75303665,-79.61952955
43.65616273,-79.37012259
43.64257806,-79.45115978
43.66361136,-79.45732754
43.74510316,-79.21972718
43.63996381,-79.38019978
43.65560380,-79.44302923
43.67032713,-79.28816504
43.67288716,-79.31466679
43.71380426,-79.31062555
43.64430504,-79.40082706
43.69834277,-79.51131553
43.72558584,-79.26354669
43.74681421,-79.58380727
43.75445345,-79.31251465
43.77913703,-79.41850979
43.76782645,-79.47148067
43.63021144,-79.49256303
43.67218815,-79.40604191
43.65241212,-79.39066727
43.70580604,-79.49023161
43.65817059,-79.37238989
43.63248409,-79.48902769
43.66963546,-79.52284607
43.77954463,-79.23297910
43.66083220,-79.53851558
43.78374446,-79.20548625
43.77465390,-79.49686011
43.66811359,-79.41238361
43.71965622,-79.43621916
43.65705388,-79.44893428
43.75735904,-79.48453969
43.64192537,-79.43012190
43.78092870,-79.23789264
43.71613600,-79.30546148
43.70319529,-79.27217408
43.66241553,-79.35868759
43.65281761,-79.37160517
43.76267054,-79.19498722
43.66356062,-79.38072290
43.67880262,-79.48290646
43.73517116,-79.21904928
43.75181575,-79.51689424
43.75795340,-79.26744709
43.74994469,-79.55231651
43.70747321,-79.34362550
43.65616273,-79.37012259
43.67397424,-79.43714098
43.73286246,-79.27890251
43.66614507,-79.42604275
43.79149471,-79.39703213
43.66833915,-79.29712411
43.65616273,-79.37012259
43.67738097,-79.43396282
43.67827859,-79.39449646
43.67344414,-79.31681208
43.65755083,-79.38076721
43.73956264,-79.44415533
43.66584042,-79.38495387
43.79711560,-79.30515810
43.63732365,-79.39437226
43.70023426,-79.48058653
43.67778707,-79.46754293
43.71613600,-79.30546148
43.73421537,-79.22211999
43.66238889,-79.45583249
43.66289607,-79.38373363
43.75499634,-79.59219356
43.65912848,-79.36130306
43.72218648,-79.30366066
43.64888574,-79.42060399
43.67486444,-79.32132429
43.70270713,-79.31306982
43.63057025,-79.47403867
43.75203278,-79.43939107
43.76927426,-79.41290458
43.64694330,-79.41713662
43.74830878,-79.59972055
43.73188462,-79.43883795
43.68670938,-79.44062634
43.66365367,-79.46380372
43.59979109,-79.50971117
43.79174121,-79.24897562
43.67755692,-79.35196569
43.74330355,-79.40649787
43.79082759,-79.44538111
43.64101279,-79.41025017
43.75040562,-79.30877036
43.77466744,-79.22819673
43.78321816,-79.48730558
43.66440311,-79.38163618
43.81085500,-79.25291574
43.74591097,-79.62198068
43.74398739,-79.59887005
43.66895298,-79.34801902
43.74751869,-79.28483675
43.74355711,-79.43559371
43.72297928,-79.40316776
43.74681421,-79.58380727
43.70444270,-79.55008207
43.63559721,-79.42608465
43.80356526,-79.22011353
43.64581891,-79.45664212
43.66763494,-79.37220824
43.81118445,-79.28504376
43.69164418,-79.29064408
43.75013462,-79.51139077
43.73443389,-79.34271288
43.65755083,-79.38076721
43.64734755,-79.43727971
43.76004612,-79.39537531
43.67175112,-79.28721999
43.80712365,-79.16915189
43.66028785,-79.34359119
43.69262093,-79.55525817
43.69955334,-79.50289397
43.64271565,-79.43749689
43.72127182,-79.54571525
43.65807472,-79.38471299
43.73805765,-79.59299882
43.68502592,-79.39285423
43.67096057,-79.43197831
43.72366176,-79.25603939
43.64853801,-79.39741494
43.64780782,-79.39596965
43.64734755,-79.43727971
43.66172711,-79.49882814
43.69042108,-79.47391185
43.78114618,-79.40405444
43.60813899,-79.50036825
43.77649561,-79.17355879
43.75095970,-79.54112252
43.74318201,-79.21891354
43.74709426,-79.51512855
43.74256251,-79.49241741
43.66028785,-79.34359119
43.75948718,-79.30829203
43.62296877,-79.48121130
43.65406280,-79.37997399
43.71468545,-79.31285315
43.64324669,-79.42361434
43.77400341,-79.38584481
43.76514068,-79.46355830
43.70628822,-79.53238849
43.74445333,-79.43579982
43.70747321,-79.34362550
43.75060947,-79.26812561
43.70791055,-79.36646212
43.63747350,-79.40521825
43.61121858,-79.49095739
43.69569200,-79.45027898
43.66763494,-79.37220824
43.75361952,-79.58709970
43.73047513,-79.55925945
43.73162637,-79.58343377
43.66542530,-79.46588876
43.67060421,-79.48807649
43.66763494,-79.37220824
43.75084768,-79.54213197
43.71733999,-79.44973925
43.58892609,-79.53158419
43.82152959,-79.25918041
43.68579554,-79.44846353
43.69150942,-79.59770744
43.70834501,-79.31065856
43.66223836,-79.47225203
43.64101279,-79.41025017
43.64084211,-79.43541374
43.61774045,-79.54086748
43.65782988,-79.46394040
43.65265082,-79.56322663
43.69005620,-79.49789352
43.64083598,-79.42528437
43.63995117,-79.43986328
43.66260871,-79.38572860
43.76497581,-79.31621507
43.76747175,-79.41244857
43.74510316,-79.21972718
43.70137074,-79.52067820
43.75349324,-79.35749335
43.64809091,-79.36957824
43.74471562,-79.29765508
43.68844708,-79.30054676
43.71135571,-79.26867355
43.63884373,-79.49158805
43.79721893,-79.30243721
43.79294609,-79.12607201
43.76792990,-79.18837002
43.66729534,-79.37377791
43.67684091,-79.44815343
43.75117799,-79.48964965
43.71983362,-79.39991013
43.70132433,-79.54867621
43.66838942,-79.40202050
43.65893289,-79.33660377
43.76251571,-79.46302956
43.65241245,-79.36742100
43.63421207,-79.48589996
43.76321229,-79.19852216
43.72582445,-79.24079694
43.72477238,-79.51042617
43.77439656,-79.25354969
43.71108132,-79.26980827
43.79802304,-79.24441206
43.67287384,-79.38786647
43.76919944,-79.37664867
43.65823592,-79.44662938
43.79123255,-79.19599502
43.80074975,-79.21245185
43.71694765,-79.55598369
43.78465030,-79.28193877
43.71909651,-79.51684657
43.72438555,-79.40561032
43.70865931,-79.47806218
43.70319529,-79.27217408
43.70594621,-79.46516171
43.63268141,-79.42217083
43.76873995,-79.49954581
43.74434397,-79.19793376
43.73838310,-79.43859573
43.74335458,-79.62068236
43.63625472,-79.40087922
43.62854616,-79.51244886
43.82399797,-79.24781701
43.75650108,-79.40657342
43.74059010,-79.23929772
43.65023202,-79.38947668
43.73863008,-79.50029012
43.64340297,-79.40528574
43.66672551,-79.44646141
43.67333064,-79.36883358
43.76590873,-79.51968890
43.75456704,-79.44316135
43.61420076,-79.53330913
43.72907163,-79.43202747
43.66043938,-79.37589958
43.65922890,-79.42732608
43.78880429,-79.33158743
43.65008775,-79.43832061
43.76336056,-79.50086266
43.65239517,-79.57221619
43.68706016,-79.30682361
43.68757822,-79.35295013
43.73218901,-79.61427444
43.70514147,-79.52940666
43.68670938,-79.44062634
43.76224100,-79.50052088
43.75612273,-79.56407350
43.75085919,-79.22303349
43.79677299,-79.31576611
43.68659924,-79.49121806
43.69471045,-79.50637968
43.64143715,-79.41501888
43.77847645,-79.44224140
43.65829470,-79.37103207
43.76081799,-79.48556655
43.77466685,-79.26600800
